rank,title,slug,subscribers,url,category,rpm,score
918,"House Flipper",house-flipper,1463,https://dzen.ru/topic/house-flipper,Другое,2,74
919,"Коллекционирование",kollekcionirovanie,1449,https://dzen.ru/topic/kollekcionirovanie,Другое,2,74
920,"Уход за домом",ukhod-za-domom,1449,https://dzen.ru/topic/ukhod-za-domom,Другое,2,74
921,"Farming Simulator 19",farming-simulator-19,1428,https://dzen.ru/topic/farming-simulator-19,Другое,2,74
922,"Футбольные команды",futbolnye-komandy,1426,https://dzen.ru/topic/futbolnye-komandy,Другое,2,74
923,"Команды Формулы 1",komandy-formuly-1,1426,https://dzen.ru/topic/komandy-formuly-1,Другое,2,74
924,"Козы",kozy,1358,https://dzen.ru/topic/kozy,Другое,2,74
925,"Дорожная спецтехника",dorozhnaya-spectekhnika,1344,https://dzen.ru/topic/dorozhnaya-spectekhnika,Другое,2,74
926,"Клинт Иствуд",klint-istvud,1316,https://dzen.ru/topic/klint-istvud,Другое,2,74
927,"XCOM 2",xcom-2,1288,https://dzen.ru/topic/xcom-2,Другое,2,74
928,"Хищные растения",khishchnye-rasteniya,1263,https://dzen.ru/topic/khishchnye-rasteniya,Другое,2,74
929,"Пауэрлифтинг",pauehrlifting,1263,https://dzen.ru/topic/pauehrlifting,Другое,2,74
930,"Акробатика",akrobatika,1263,https://dzen.ru/topic/akrobatika,Другое,2,74
931,"Цифровой рубль",tsifrovoi-rubl,1256,https://dzen.ru/topic/tsifrovoi-rubl,Другое,2,74
932,"Михаил Кутузов",mihail-kutuzov,1246,https://dzen.ru/topic/mihail-kutuzov,Другое,2,74
933,"Ship Graveyard Simulator",ship-graveyard-simulator,1232,https://dzen.ru/topic/ship-graveyard-simulator,Другое,2,74
934,"Куско",kusko,1225,https://dzen.ru/topic/kusko,Другое,2,74
935,"Колледжи и техникумы",kolledzhi-i-tekhnikumy,1211,https://dzen.ru/topic/kolledzhi-i-tekhnikumy,Другое,2,74
936,"Жанна Иосифовна (Осиповна) Бадоева",zhanna-badoeva,1211,https://dzen.ru/topic/zhanna-badoeva,Другое,2,74
937,"Star Wars: Battlefront",star-wars-battlefront-3,1190,https://dzen.ru/topic/star-wars-battlefront-3,Другое,2,74
938,"Резиденции",rezidentsii,1183,https://dzen.ru/topic/rezidentsii,Другое,2,74
939,"Геологи",geologi,1183,https://dzen.ru/topic/geologi,Другое,2,74
940,"Федор Достоевский",fyodor-dostoevskij,1148,https://dzen.ru/topic/fyodor-dostoevskij,Другое,2,74
941,"Хайкинг",khajking,1134,https://dzen.ru/topic/khajking,Другое,2,74
942,"Рецепты по способу приготовления",recepty-po-sposobu-prigotovleniya,1123,https://dzen.ru/topic/recepty-po-sposobu-prigotovleniya,Еда,2,74
943,"Столярное дело",stolyarnoe-delo,1123,https://dzen.ru/topic/stolyarnoe-delo,Другое,2,74
944,"Кризис трёх лет",krizis-tryokh-let,1123,https://dzen.ru/topic/krizis-tryokh-let,Другое,2,74
945,"Леонид Брежнев",brezhnev-leonid,1120,https://dzen.ru/topic/brezhnev-leonid,Другое,2,74
946,"Lego City Undercover",lego-city-undercover,1120,https://dzen.ru/topic/lego-city-undercover,Другое,2,74
947,"Бобслей, сани, скелетон",bobslej-sani-skeleton,1099,https://dzen.ru/topic/bobslej-sani-skeleton,Другое,2,74
948,"Зоология",zoologiya,1071,https://dzen.ru/topic/zoologiya,Другое,2,74
949,"Gas Station Simulator",gas-station-simulator,1064,https://dzen.ru/topic/gas-station-simulator,Другое,2,74
950,"Эдуард Успенский",eduard-uspenskij,1064,https://dzen.ru/topic/eduard-uspenskij,Другое,2,74
951,"Crime Boss: Rockay City",crime-boss-rockay-city,1057,https://dzen.ru/topic/crime-boss-rockay-city,Другое,2,74
952,"Владимир Епифанцев",vladimir-epifancev,1050,https://dzen.ru/topic/vladimir-epifancev,Другое,2,74
953,"American Truck Simulator",american-truck-simulator,1022,https://dzen.ru/topic/american-truck-simulator,Другое,2,74
954,"This is the Police",this-is-the-police,1022,https://dzen.ru/topic/this-is-the-police,Другое,2,74
955,"Фильм ""Одна""",film-odna,9952,https://dzen.ru/topic/film-odna,Развлечения,1,72
956,"Фильм ""Стекло""",film-steklo,9932,https://dzen.ru/topic/film-steklo,Развлечения,1,72
957,"Фильм ""Иллюзия обмана""",film-illyuziya-obmana,9922,https://dzen.ru/topic/film-illyuziya-obmana,Развлечения,1,72
958,"Фильм ""Кто я?""",film-kto-ya,9872,https://dzen.ru/topic/film-kto-ya,Развлечения,1,72
959,"Фильм ""Маяк""",film-mayak,9842,https://dzen.ru/topic/film-mayak,Развлечения,1,72
960,"Фильм ""Бойцовский клуб""",film-bojcovskij-klub,9822,https://dzen.ru/topic/film-bojcovskij-klub,Развлечения,1,72
961,"Фильм ""Ловушка""",film-lovushka,9742,https://dzen.ru/topic/film-lovushka,Развлечения,1,72
962,"Фильм ""Люди Икс""",film-lyudi-iks,9692,https://dzen.ru/topic/film-lyudi-iks,Развлечения,1,72
963,"Фильм ""Время""",film-vremya,9632,https://dzen.ru/topic/film-vremya,Развлечения,1,72
964,"Фильм ""Человек-паук 2""",film-chelovek-pauk-2,9412,https://dzen.ru/topic/film-chelovek-pauk-2,Развлечения,1,72
965,"Фильм ""Сыщик""",film-syshchik,9392,https://dzen.ru/topic/film-syshchik,Развлечения,1,72
966,"Фильм ""Взрослые дети""",film-vzroslye-deti,9382,https://dzen.ru/topic/film-vzroslye-deti,Развлечения,1,72
967,"Фильм ""Единственная""",film-edinstvennaya,8692,https://dzen.ru/topic/film-edinstvennaya,Развлечения,1,72
968,"Фильм ""Карантин""",film-karantin,8472,https://dzen.ru/topic/film-karantin,Развлечения,1,72
969,"Фильм ""Скорая""",film-skoraya,8352,https://dzen.ru/topic/film-skoraya,Развлечения,1,72
970,"Фильм ""Кин-дза-дза!""",film-kin-dza-dza,8352,https://dzen.ru/topic/film-kin-dza-dza,Развлечения,1,72
971,"Фильм ""Женитьба бальзаминова""",film-zhenitba-balzaminova,8302,https://dzen.ru/topic/film-zhenitba-balzaminova,Развлечения,1,72
972,"Фильм ""Аты-баты шли солдаты""",film-aty-baty-shli-soldaty,8262,https://dzen.ru/topic/film-aty-baty-shli-soldaty,Развлечения,1,72
973,"Фильм ""Аннигиляция""",film-annigilyaciya,8242,https://dzen.ru/topic/film-annigilyaciya,Развлечения,1,72
974,"Фильм ""Расплата"" 1999",film-rasplata-1999,8222,https://dzen.ru/topic/film-rasplata-1999,Развлечения,1,72
975,"Фильм ""Дура""",film-dura,8202,https://dzen.ru/topic/film-dura,Развлечения,1,72
976,"Фильм ""Фонтан""",film-fontan,8092,https://dzen.ru/topic/film-fontan,Развлечения,1,72
977,"Фильм ""Сталкер""",film-stalker,8062,https://dzen.ru/topic/film-stalker,Развлечения,1,72
978,"Феликс Дзержинский",feliks-dzerzhinskij,980,https://dzen.ru/topic/feliks-dzerzhinskij,Другое,2,64
979,"Захар Прилепин",zakhar-prilepin,966,https://dzen.ru/topic/zakhar-prilepin,Другое,2,64
980,"Лаврентий Берия",lavrentij-beriya,945,https://dzen.ru/topic/lavrentij-beriya,Другое,2,64
981,"Кабриолет",kabriolet,943,https://dzen.ru/topic/kabriolet,Другое,2,64
982,"Trader Life Simulator",trader-life-simulator,931,https://dzen.ru/topic/trader-life-simulator,Другое,2,64
983,"Car Mechanic Simulator",car-mechanic-simulator,917,https://dzen.ru/topic/car-mechanic-simulator,Другое,2,64
984,"Mount & Blade. История героя",mount-blade,854,https://dzen.ru/topic/mount-blade,История,2,64
985,"Джон Кеннеди",dzhon-kennedi,840,https://dzen.ru/topic/dzhon-kennedi,Другое,2,64
986,"Волков Никита",volkov-nikita,791,https://dzen.ru/topic/volkov-nikita,Другое,2,64
987,"Александр Куприн",aleksandr-kuprin,784,https://dzen.ru/topic/aleksandr-kuprin,Другое,2,64
988,"CASE: Animatronics",case-animatronics,770,https://dzen.ru/topic/case-animatronics,Другое,2,64
989,"Far Cry Primal",far-cry-primal,763,https://dzen.ru/topic/far-cry-primal,Другое,2,64
990,"Batman: Arkham Asylum",batman-arkham-asylum,763,https://dzen.ru/topic/batman-arkham-asylum,Другое,2,64
991,"Beholder",beholder,756,https://dzen.ru/topic/beholder,Другое,2,64
992,"My Garage",my-garage,742,https://dzen.ru/topic/my-garage,Другое,2,64
993,"Internet Cafe Simulator",internet-cafe-simulator,735,https://dzen.ru/topic/internet-cafe-simulator,Другое,2,64
994,"Индуизм",induizm,707,https://dzen.ru/topic/induizm,Другое,2,64
995,"Достопримечательности Геленджика",dostoprimechatelnosti-gelendzhika,707,https://dzen.ru/topic/dostoprimechatelnosti-gelendzhika,Другое,2,64
996,"Test Drive Unlimited",test-drive-unlimited,693,https://dzen.ru/topic/test-drive-unlimited,Другое,2,64
997,"Thief",thief,693,https://dzen.ru/topic/thief,Другое,2,64
998,"Timberborn",timberborn,672,https://dzen.ru/topic/timberborn,Другое,2,64
999,"Mortal Online",mortal-online,665,https://dzen.ru/topic/mortal-online,Другое,2,64
1000,"Никита Хрущев",nikita-khrushchev,658,https://dzen.ru/topic/nikita-khrushchev,Другое,2,64
1001,"Строительство дома и дачи",stroitelstvo-doma-i-dachi,658,https://dzen.ru/topic/stroitelstvo-doma-i-dachi,Дача,2,64
1002,"Рабат",rabat,658,https://dzen.ru/topic/rabat,Другое,2,64
1003,"Приложения для фитнеса",prilozheniya-dlya-fitnesa,658,https://dzen.ru/topic/prilozheniya-dlya-fitnesa,Спорт,2,64
1004,"Дзен в Дзене",dzen-v-dzene,596,https://dzen.ru/topic/dzen-v-dzene,Другое,2,64
1005,"Крикет",kriket,581,https://dzen.ru/topic/kriket,Другое,2,64
1006,"Анна Уколова",anna-ukolova,469,https://dzen.ru/topic/anna-ukolova,Другое,2,64
1007,"Форум «Государство для людей»",forum-gosudarstvo-dlya-lyudey,458,https://dzen.ru/topic/forum-gosudarstvo-dlya-lyudey,Другое,2,64
1008,"Suicide Guy",suicide-guy,455,https://dzen.ru/topic/suicide-guy,Другое,2,64
1009,"Рынок труда",rynok-truda,448,https://dzen.ru/topic/rynok-truda,Другое,2,64
1010,"Punch Club",punch-club,434,https://dzen.ru/topic/punch-club,Другое,2,64
1011,"DISTRAINT",distraint,427,https://dzen.ru/topic/distraint,Другое,2,64
1012,"Evil Nun: The Broken Mask",evil-nun-the-broken-mask,420,https://dzen.ru/topic/evil-nun-the-broken-mask,Другое,2,64
1013,"Уинстон Черчилль",uinston-cherchill,406,https://dzen.ru/topic/uinston-cherchill,Другое,2,64
1014,"Нови-Сад",novi-sad,399,https://dzen.ru/topic/novi-sad,Дача,2,64
1015,"Мао Цзэдун",mao-czehdun,385,https://dzen.ru/topic/mao-czehdun,Другое,2,64
1016,"VR-очки",vr-ochki,378,https://dzen.ru/topic/vr-ochki,Другое,2,64
1017,"Брисбен",brisben,371,https://dzen.ru/topic/brisben,Другое,2,64
1018,"Sherlock Holmes: Chapter One",sherlock-holmes-chapter-one,357,https://dzen.ru/topic/sherlock-holmes-chapter-one,Другое,2,64
1019,"Кожевничество",kozhevnichestvo,315,https://dzen.ru/topic/kozhevnichestvo,Другое,2,64
1020,"Достопримечательности Красноярска",dostoprimechatelnosti-krasnoyarska,308,https://dzen.ru/topic/dostoprimechatelnosti-krasnoyarska,Другое,2,64
1021,"Killzone",killzone,301,https://dzen.ru/topic/killzone,Другое,2,64
1022,"Stellaris",stellaris,287,https://dzen.ru/topic/stellaris,Другое,2,64
1023,"Аналитика данных",analitika-dannykh,273,https://dzen.ru/topic/analitika-dannykh,Другое,2,64
1024,"Джозеф Гордон Левитт",dzhozef-gordon-levitt,266,https://dzen.ru/topic/dzhozef-gordon-levitt,Другое,2,64
1025,"Саддам Хусейн",saddam-husejn,252,https://dzen.ru/topic/saddam-husejn,Дача,2,64
1026,"История религии",istoriya-religii,231,https://dzen.ru/topic/istoriya-religii,История,2,64
1027,"Farmer's Life",farmers-life-2,224,https://dzen.ru/topic/farmers-life-2,Другое,2,64
1028,"Спелеология",speleologiya,196,https://dzen.ru/topic/speleologiya,Другое,2,64
1029,"Коктейль Текила Санрайз",koktejl-tekila-sanrajz,175,https://dzen.ru/topic/koktejl-tekila-sanrajz,Другое,2,64
1030,"Азиатский лев",lev,154,https://dzen.ru/topic/lev,Другое,2,64
1031,"Фильм ""Чародеи""",film-charodei,7842,https://dzen.ru/topic/film-charodei,Развлечения,1,56
1032,"Фильм ""Берегись автомобиля""",film-beregis-avtomobilya,7792,https://dzen.ru/topic/film-beregis-avtomobilya,Развлечения,1,56
1033,"Фильм ""Наследник""",film-naslednik,7502,https://dzen.ru/topic/film-naslednik,Развлечения,1,56
1034,"Фильм ""Мандарин""",film-mandarin,7242,https://dzen.ru/topic/film-mandarin,Развлечения,1,56
1035,"Фильм ""Земля санникова""",film-zemlya-sannikova,7242,https://dzen.ru/topic/film-zemlya-sannikova,Развлечения,1,56
1036,"Фильм ""Одиссея""",film-odisseya,7222,https://dzen.ru/topic/film-odisseya,Развлечения,1,56
1037,"Фильм ""Я – Сэм""",film-ya-sehm,7132,https://dzen.ru/topic/film-ya-sehm,Развлечения,1,56
1038,"Фильм ""Солдат""",film-soldat,7062,https://dzen.ru/topic/film-soldat,Развлечения,1,56
1039,"Фильм ""Персона""",film-persona,6982,https://dzen.ru/topic/film-persona,Развлечения,1,56
1040,"Фильм ""Звезда родилась""",film-zvezda-rodilas,6932,https://dzen.ru/topic/film-zvezda-rodilas,Развлечения,1,56
1041,"Фильм ""Джон Уик""",film-dzhon-uik,6682,https://dzen.ru/topic/film-dzhon-uik,Развлечения,1,56
1042,"Фильм ""Дела семейные""",film-dela-semejnye,6612,https://dzen.ru/topic/film-dela-semejnye,Развлечения,1,56
1043,"Фильм ""На грани""",film-na-grani,6612,https://dzen.ru/topic/film-na-grani,Развлечения,1,56
1044,"Фильм ""Бруклин""",film-bruklin,6382,https://dzen.ru/topic/film-bruklin,Развлечения,1,56
1045,"Фильм ""Глаза""",film-glaza,6292,https://dzen.ru/topic/film-glaza,Развлечения,1,56
1046,"Фильм ""Отец""",film-otec,6292,https://dzen.ru/topic/film-otec,Развлечения,1,56
1047,"Фильм ""Форсаж""",film-forsazh,6222,https://dzen.ru/topic/film-forsazh,Развлечения,1,56
1048,"Фильм ""Убийца""",film-ubijca,6132,https://dzen.ru/topic/film-ubijca,Развлечения,1,56
1049,"Фильм ""Александр""",film-aleksandr,6052,https://dzen.ru/topic/film-aleksandr,Развлечения,1,56
1050,"Фильм ""Классик""",film-klassik,5952,https://dzen.ru/topic/film-klassik,Развлечения,1,56
1051,"Фильм ""Переводчик""",film-perevodchik,5852,https://dzen.ru/topic/film-perevodchik,Развлечения,1,56
1052,"Спортивные игры",igry-v-zhanre-sport,5737,https://dzen.ru/topic/igry-v-zhanre-sport,Развлечения,1,56
1053,"Фильм ""Власть""",film-vlast,5652,https://dzen.ru/topic/film-vlast,Развлечения,1,56
1054,"Фильм ""Основатель""",film-osnovatel,5552,https://dzen.ru/topic/film-osnovatel,Развлечения,1,56
1055,"Фильм ""Настоящая любовь""",film-nastoyashchaya-lyubov,5552,https://dzen.ru/topic/film-nastoyashchaya-lyubov,Развлечения,1,56
1056,"Семейные игры",semejnye-igry,4187,https://dzen.ru/topic/semejnye-igry,Развлечения,1,56
1057,"Гороскоп на неделю",horoscope-na-nedelyu,3878,https://dzen.ru/topic/horoscope-na-nedelyu,Эзотерика,1,56
1058,"Гороскоп на месяц",horoscope-na-mesyac,3542,https://dzen.ru/topic/horoscope-na-mesyac,Эзотерика,1,56
1059,"Гороскоп на сегодня — Лев",horoscope-lev,1988,https://dzen.ru/topic/horoscope-lev,Эзотерика,1,56
1060,"Гороскоп на сегодня — Рыбы",horoscope-ryby,1708,https://dzen.ru/topic/horoscope-ryby,Эзотерика,1,56
1061,"Гороскоп на сегодня — Овен",horoscope-oven,1617,https://dzen.ru/topic/horoscope-oven,Эзотерика,1,56
1062,"Гороскоп на сегодня — Дева",horoscope-deva,1498,https://dzen.ru/topic/horoscope-deva,Эзотерика,1,56
1063,"Гороскоп на сегодня — Телец",horoscope-telec,1435,https://dzen.ru/topic/horoscope-telec,Эзотерика,1,56
1064,"Гороскоп на неделю — Весы",horoscope-vesy-na-nedelyu,1414,https://dzen.ru/topic/horoscope-vesy-na-nedelyu,Эзотерика,1,56
1065,"Гороскоп на неделю — Рак",horoscope-rak-na-nedelyu,1386,https://dzen.ru/topic/horoscope-rak-na-nedelyu,Эзотерика,1,56
1066,"Гороскоп на завтра — Лев",horoscope-lev-na-zavtra,1358,https://dzen.ru/topic/horoscope-lev-na-zavtra,Эзотерика,1,56
1067,"Гороскоп на сегодня — Водолей",horoscope-vodoley,1246,https://dzen.ru/topic/horoscope-vodoley,Эзотерика,1,56
1068,"Гороскоп на сегодня — Козерог",horoscope-kozerog,1218,https://dzen.ru/topic/horoscope-kozerog,Эзотерика,1,56
1069,"Гороскоп на месяц — Весы",horoscope-vesy-na-mesyac,1204,https://dzen.ru/topic/horoscope-vesy-na-mesyac,Эзотерика,1,56
1070,"Гороскоп на завтра — Рак",horoscope-rak-na-zavtra,1190,https://dzen.ru/topic/horoscope-rak-na-zavtra,Эзотерика,1,56
1071,"Гороскоп на завтра — Близнецы",horoscope-bliznec-na-zavtra,1169,https://dzen.ru/topic/horoscope-bliznec-na-zavtra,Эзотерика,1,56
1072,"Гороскоп на завтра — Овен",horoscope-oven-na-zavtra,1155,https://dzen.ru/topic/horoscope-oven-na-zavtra,Эзотерика,1,56
1073,"Гороскоп на завтра — Скорпион",horoscope-skorpion-na-zavtra,1155,https://dzen.ru/topic/horoscope-skorpion-na-zavtra,Эзотерика,1,56
1074,"Гороскоп на неделю — Лев",horoscope-lev-na-nedelyu,1078,https://dzen.ru/topic/horoscope-lev-na-nedelyu,Эзотерика,1,56
1075,"Гороскоп на завтра — Дева",horoscope-deva-na-zavtra,1071,https://dzen.ru/topic/horoscope-deva-na-zavtra,Эзотерика,1,56
1076,"Гороскоп на месяц — Рак",horoscope-rak-na-mesyac,1050,https://dzen.ru/topic/horoscope-rak-na-mesyac,Эзотерика,1,56
1077,"Гороскоп на неделю — Овен",horoscope-oven-na-nedelyu,1036,https://dzen.ru/topic/horoscope-oven-na-nedelyu,Эзотерика,1,56
1078,"Гороскоп на месяц — Лев",horoscope-lev-na-mesyac,1029,https://dzen.ru/topic/horoscope-lev-na-mesyac,Эзотерика,1,56
1079,"Гороскоп на неделю — Скорпион",horoscope-skorpion-na-nedelyu,1015,https://dzen.ru/topic/horoscope-skorpion-na-nedelyu,Эзотерика,1,56
1080,"Гороскоп на год — Лев",horoscope-lev-na-god,1001,https://dzen.ru/topic/horoscope-lev-na-god,Эзотерика,1,56
1081,"Гороскоп на год — Рыбы",horoscope-ryby-na-god,994,https://dzen.ru/topic/horoscope-ryby-na-god,Эзотерика,1,46
1082,"Гороскоп на неделю — Близнецы",horoscope-bliznec-na-nedelyu,987,https://dzen.ru/topic/horoscope-bliznec-na-nedelyu,Эзотерика,1,46
1083,"Гороскоп на неделю — Дева",horoscope-deva-na-nedelyu,980,https://dzen.ru/topic/horoscope-deva-na-nedelyu,Эзотерика,1,46
1084,"Гороскоп на месяц — Близнецы",horoscope-bliznec-na-mesyac,973,https://dzen.ru/topic/horoscope-bliznec-na-mesyac,Эзотерика,1,46
1085,"Гороскоп на год — Телец",horoscope-telec-na-god,973,https://dzen.ru/topic/horoscope-telec-na-god,Эзотерика,1,46
1086,"Гороскоп на месяц — Скорпион",horoscope-skorpion-na-mesyac,938,https://dzen.ru/topic/horoscope-skorpion-na-mesyac,Эзотерика,1,46
1087,"Гороскоп на месяц — Овен",horoscope-oven-na-mesyac,924,https://dzen.ru/topic/horoscope-oven-na-mesyac,Эзотерика,1,46
1088,"Гороскоп на месяц — Дева",horoscope-deva-na-mesyac,917,https://dzen.ru/topic/horoscope-deva-na-mesyac,Эзотерика,1,46
1089,"Гороскоп на завтра — Водолей",horoscope-vodoley-na-zavtra,903,https://dzen.ru/topic/horoscope-vodoley-na-zavtra,Эзотерика,1,46
1090,"Гороскоп на завтра — Стрелец",horoscope-strelec-na-zavtra,889,https://dzen.ru/topic/horoscope-strelec-na-zavtra,Эзотерика,1,46
1091,"Гороскоп на год — Скорпион",horoscope-skorpion-na-god,875,https://dzen.ru/topic/horoscope-skorpion-na-god,Эзотерика,1,46
1092,"Гороскоп на месяц — Стрелец",horoscope-strelec-na-mesyac,798,https://dzen.ru/topic/horoscope-strelec-na-mesyac,Эзотерика,1,46
1093,"Гороскоп на год — Водолей",horoscope-vodoley-na-god,770,https://dzen.ru/topic/horoscope-vodoley-na-god,Эзотерика,1,46
1094,"Гороскоп на месяц — Козерог",horoscope-kozerog-na-mesyac,756,https://dzen.ru/topic/horoscope-kozerog-na-mesyac,Эзотерика,1,46
1095,"Гороскоп на неделю — Стрелец",horoscope-strelec-na-nedelyu,728,https://dzen.ru/topic/horoscope-strelec-na-nedelyu,Эзотерика,1,46
1096,"Гороскоп на год — Стрелец",horoscope-strelec-na-god,728,https://dzen.ru/topic/horoscope-strelec-na-god,Эзотерика,1,46
