rank,title,slug,subscribers,url,category,rpm,score
241,"Обучение русскому языку",obuchenie-russkomu-yazyku,84357,https://dzen.ru/topic/obuchenie-russkomu-yazyku,Другое,2,116
242,"Робототехника",robototekhnika,77824,https://dzen.ru/topic/robototekhnika,Другое,2,116
243,"Кировск (Мурманская область)",kirovsk,77312,https://dzen.ru/topic/kirovsk,Другое,2,116
244,"Истории о личном",lichnye-istorii,74634,https://dzen.ru/topic/lichnye-istorii,История,2,116
245,"Приюты для животных",priyuty-dlya-zhivotnyx,73605,https://dzen.ru/topic/priyuty-dlya-zhivotnyx,Животные,2,116
246,"Кулинарные лайфхаки и секреты",kulinarnye-layfhaki,72704,https://dzen.ru/topic/kulinarnye-layfhaki,Еда,2,116
247,"Бургас",burgas,72704,https://dzen.ru/topic/burgas,Другое,2,116
248,"Маринованые блюда",marinovanye-blyuda,72192,https://dzen.ru/topic/marinovanye-blyuda,Другое,2,116
249,"Развитие малышей",razvitie-malyshey,68950,https://dzen.ru/topic/razvitie-malyshey,Другое,2,116
250,"Электронные книги",ehlektronnye-knigi,68096,https://dzen.ru/topic/ehlektronnye-knigi,Другое,2,116
251,"Кулинарная энциклопедия",kulinarnaya-ehnciklopediya,66031,https://dzen.ru/topic/kulinarnaya-ehnciklopediya,Еда,2,116
252,"Животноводство",zhivotnovodstvo,63133,https://dzen.ru/topic/zhivotnovodstvo,Животные,2,116
253,"Как живут в Армении",novosti-armenii,61264,https://dzen.ru/topic/novosti-armenii,Другое,2,116
254,"Военно-морская история",voenno-morskaya-istoriya,61110,https://dzen.ru/topic/voenno-morskaya-istoriya,История,2,116
255,"Варна",varna,60928,https://dzen.ru/topic/varna,Другое,2,116
256,"Служба в армии",sluzhba-v-armii,59731,https://dzen.ru/topic/sluzhba-v-armii,Другое,2,116
257,"История России",istoriya-rossii,59285,https://dzen.ru/topic/istoriya-rossii,История,2,116
258,"Уход за гортензиями",uhod-za-gortenziyami,59185,https://dzen.ru/topic/uhod-za-gortenziyami,Другое,2,116
259,"Постные булочки",postnye-bulochki,58900,https://dzen.ru/topic/postnye-bulochki,Другое,2,116
260,"Магия",magiya,57693,https://dzen.ru/topic/magiya,Другое,2,116
261,"Промышленность",promyshlennost,57326,https://dzen.ru/topic/promyshlennost,Другое,2,116
262,"Кони и лошади",koni-i-loshadi,54796,https://dzen.ru/topic/koni-i-loshadi,Другое,2,116
263,"Шотландская кухня",shotlandskaya-kuhnya,54272,https://dzen.ru/topic/shotlandskaya-kuhnya,Другое,2,116
264,"Военная техника",voennaya-tekhnika-i-vooruzhenie,54214,https://dzen.ru/topic/voennaya-tekhnika-i-vooruzhenie,Другое,2,116
265,"Ржаные булочки",rzhanye-bulochki,53700,https://dzen.ru/topic/rzhanye-bulochki,Другое,2,116
266,"Истра",istra,53248,https://dzen.ru/topic/istra,Другое,2,116
267,"Кухня юга России",kuhnya-yuga-rossii,52125,https://dzen.ru/topic/kuhnya-yuga-rossii,Другое,2,116
268,"Брак",semya-i-brak,50337,https://dzen.ru/topic/semya-i-brak,Другое,2,116
269,"Государственная дума",gosudarstvennaya-duma,48270,https://dzen.ru/topic/gosudarstvennaya-duma,Другое,2,116
270,"Atomic Heart",atomic-heart,48128,https://dzen.ru/topic/atomic-heart,Другое,2,116
271,"Семейные драмы",semeynye-dramy,47929,https://dzen.ru/topic/semeynye-dramy,Другое,2,116
272,"Умные весы",umnye-vesy,47616,https://dzen.ru/topic/umnye-vesy,Другое,2,116
273,"ПП брауни",pp-brauni,47500,https://dzen.ru/topic/pp-brauni,Другое,2,116
274,"Строительство",stroitelstvo,46392,https://dzen.ru/topic/stroitelstvo,Другое,2,116
275,"Тушёные блюда",tushyonye-blyuda,46080,https://dzen.ru/topic/tushyonye-blyuda,Другое,2,116
276,"Тропические острова",tropicheskie-ostrova,45568,https://dzen.ru/topic/tropicheskie-ostrova,Другое,2,116
277,"Простые рецепты копчения",prostye-recepty-kopcheniya,44400,https://dzen.ru/topic/prostye-recepty-kopcheniya,Еда,2,116
278,"Простое варенье",prostoe-varene,43900,https://dzen.ru/topic/prostoe-varene,Другое,2,116
279,"Овощной смузи",ovoshchnoj-smuzi,43700,https://dzen.ru/topic/ovoshchnoj-smuzi,Другое,2,116
280,"Skywell",skywell,41984,https://dzen.ru/topic/skywell,Другое,2,116
281,"Farming Simulator 22",farming-simulator-22,39936,https://dzen.ru/topic/farming-simulator-22,Другое,2,116
282,"Радиотехника",radiotexnika,39165,https://dzen.ru/topic/radiotexnika,Другое,2,116
283,"Марракеш",marrakesh,38912,https://dzen.ru/topic/marrakesh,Другое,2,116
284,"Рецепты матча",recepty-matcha,38600,https://dzen.ru/topic/recepty-matcha,Еда,2,116
285,"Поэзия и стихи",poeziya-i-stihi,38409,https://dzen.ru/topic/poeziya-i-stihi,Другое,2,116
286,"Бабл ти",babl-ti,38400,https://dzen.ru/topic/babl-ti,Другое,2,116
287,"Сухуми",sukhumi,37376,https://dzen.ru/topic/sukhumi,Другое,2,116
288,"Кухни мира",kuhni-mira,37376,https://dzen.ru/topic/kuhni-mira,Другое,2,116
289,"Машинное обучение (Machine Learning)",mashinnoe-obuchenie-ml,35840,https://dzen.ru/topic/mashinnoe-obuchenie-ml,Другое,2,116
290,"Это у нас семейное",eto-u-nas-semeynoe,34568,https://dzen.ru/topic/eto-u-nas-semeynoe,Другое,2,116
291,"Морковный сок",morkovnyj-sok,33900,https://dzen.ru/topic/morkovnyj-sok,Другое,2,116
292,"Анастасия Волочкова",anastasia-volochkova,32998,https://dzen.ru/topic/anastasia-volochkova,Другое,2,116
293,"Простые блюда из круп",prostye-blyuda-iz-krup,32700,https://dzen.ru/topic/prostye-blyuda-iz-krup,Другое,2,116
294,"Как живут в Финляндии",sobytija-v-finljandii,32179,https://dzen.ru/topic/sobytija-v-finljandii,Другое,2,116
295,"Гоша Рубчинский",gosha-rubchinskiy,31744,https://dzen.ru/topic/gosha-rubchinskiy,Другое,2,116
296,"Обучение программированию",obuchenie-programmirovaniyu,31703,https://dzen.ru/topic/obuchenie-programmirovaniyu,Другое,2,116
297,"Загреб",zagreb,31232,https://dzen.ru/topic/zagreb,Другое,2,116
298,"Юра Борисов",yurij-borisov,30302,https://dzen.ru/topic/yurij-borisov,Другое,2,116
299,"Коломбо",kolombo,30208,https://dzen.ru/topic/kolombo,Другое,2,116
300,"Путешествия",travel,7419022,https://dzen.ru/topic/travel,Путешествия,3,112
301,"Красота и стиль",beauty,6364343,https://dzen.ru/topic/beauty,Красота,3,112
302,"Гаджеты и электроника",gadzhety-i-it,5727646,https://dzen.ru/topic/gadzhety-i-it,Технологии,3,112
303,"IT",it,5667159,https://dzen.ru/topic/it,Технологии,3,112
304,"Курсы психолога",kursy-psikhologa,7954,https://dzen.ru/topic/kursy-psikhologa,Образование,4,110
305,"Малый бизнес",malyj-biznes,7867,https://dzen.ru/topic/malyj-biznes,Бизнес,4,110
306,"Разработки в IOS",razrabotki-v-ios,7867,https://dzen.ru/topic/razrabotki-v-ios,Карьера,4,110
307,"Бизнес-книги",biznes-knigi,7836,https://dzen.ru/topic/biznes-knigi,Бизнес,4,110
308,"Ремонт и отделка балкона и лоджии",remont-i-otdelka-balkona-i-lodzhii,7810,https://dzen.ru/topic/remont-i-otdelka-balkona-i-lodzhii,Ремонт и дом,4,110
309,"Курс доллара",kurs-dollara,7571,https://dzen.ru/topic/kurs-dollara,Образование,4,110
310,"Рецепты раздельного питания",recepty-razdelnogo-pitaniya,7536,https://dzen.ru/topic/recepty-razdelnogo-pitaniya,Здоровье,4,110
311,"Ремонт двигателя",remont-dvigatelya,7502,https://dzen.ru/topic/remont-dvigatelya,Ремонт и дом,4,110
312,"Рецепты здорового питания",recepty-zdorovogo-pitaniya,7497,https://dzen.ru/topic/recepty-zdorovogo-pitaniya,Здоровье,4,110
313,"Дополнительное образование",dopolnitelnoe-obrazovanie,7402,https://dzen.ru/topic/dopolnitelnoe-obrazovanie,Образование,4,110
314,"Ремонт и отделка гостинной",remont-i-otdelka-gostinnoj,7143,https://dzen.ru/topic/remont-i-otdelka-gostinnoj,Ремонт и дом,4,110
315,"Крупный бизнес",krupnyj-biznes,6898,https://dzen.ru/topic/krupnyj-biznes,Бизнес,4,110
316,"Работа с мехом",rabota-s-mekhom,6847,https://dzen.ru/topic/rabota-s-mekhom,Карьера,4,110
317,"Средний бизнес",srednij-biznes,6288,https://dzen.ru/topic/srednij-biznes,Бизнес,4,110
318,"Разработки в Android",razrabotki-v-android,6288,https://dzen.ru/topic/razrabotki-v-android,Карьера,4,110
319,"Рецепты для похудения",recepty-dlya-pokhudeniya,6200,https://dzen.ru/topic/recepty-dlya-pokhudeniya,Здоровье,4,110
320,"Льготы для бизнеса",lgoty-dlya-biznesa,6139,https://dzen.ru/topic/lgoty-dlya-biznesa,Бизнес,4,110
321,"Дизайн интерьера в классическом стиле",dizajn-interera-v-klassicheskom-stile,5939,https://dzen.ru/topic/dizajn-interera-v-klassicheskom-stile,Ремонт и дом,4,110
322,"Дизайн интерьера в стиле хай-тек",dizajn-interera-v-stile-khaj-tek,5938,https://dzen.ru/topic/dizajn-interera-v-stile-khaj-tek,Ремонт и дом,4,110
323,"Ремонт кровли",remont-krovli,5886,https://dzen.ru/topic/remont-krovli,Ремонт и дом,4,110
324,"Курсы 1С",kursy-1s,5844,https://dzen.ru/topic/kursy-1s,Образование,4,110
325,"Здоровье печени",zdorove-pecheni,5835,https://dzen.ru/topic/zdorove-pecheni,Здоровье,4,110
326,"Ремонт и отделка детской комнаты",remont-i-otdelka-detskoj-komnaty,5833,https://dzen.ru/topic/remont-i-otdelka-detskoj-komnaty,Ремонт и дом,4,110
327,"Работа со стеклом",rabota-so-steklom,5832,https://dzen.ru/topic/rabota-so-steklom,Карьера,4,110
328,"Ремонт подвески",remont-podveski,4950,https://dzen.ru/topic/remont-podveski,Ремонт и дом,4,110
329,"Здоровье нервной системы",nevrologicheskie-zabolevaniya,4950,https://dzen.ru/topic/nevrologicheskie-zabolevaniya,Здоровье,4,110
330,"Стартапы",startapy,4712,https://dzen.ru/topic/startapy,Бизнес,4,110
331,"Бизнес и предпринимательство",biznes-i-predprinimatelstvo,4557,https://dzen.ru/topic/biznes-i-predprinimatelstvo,Бизнес,4,110
332,"Программное обеспечение для бизнеса",po-dlya-biznesa,3759,https://dzen.ru/topic/po-dlya-biznesa,Бизнес,4,110
333,"Ремонт и отделка кухни",remont-i-otdelka-kukhni,3702,https://dzen.ru/topic/remont-i-otdelka-kukhni,Ремонт и дом,4,110
334,"Бизнес-планы",biznes-plany,3393,https://dzen.ru/topic/biznes-plany,Бизнес,4,110
335,"Всероссийская олимпиада школьников",vserossijskaya-olimpiada-shkolnikov,3264,https://dzen.ru/topic/vserossijskaya-olimpiada-shkolnikov,Образование,4,110
336,"Ремонт кузова",remont-kuzova,3133,https://dzen.ru/topic/remont-kuzova,Ремонт и дом,4,110
337,"Ремонт выхлопной системы",remont-vykhlopnoj-sistemy,2461,https://dzen.ru/topic/remont-vykhlopnoj-sistemy,Ремонт и дом,4,110
338,"Здоровый сон",zdorovyi-son,2456,https://dzen.ru/topic/zdorovyi-son,Здоровье,4,110
339,"Онлайн-образование и курсы",onlajn-obrazovanie-i-kursy,2177,https://dzen.ru/topic/onlajn-obrazovanie-i-kursy,Образование,4,110
340,"Высшее образование",vysshee-obrazovanie,1855,https://dzen.ru/topic/vysshee-obrazovanie,Образование,4,110
341,"Вступительные экзамены в ВУЗы",vstupitelnye-ehkzameny-v-vuzy,1659,https://dzen.ru/topic/vstupitelnye-ehkzameny-v-vuzy,Образование,4,110
342,"Здоровая беременность",zdorovaya-beremennost,1263,https://dzen.ru/topic/zdorovaya-beremennost,Здоровье,4,110
343,"Ремонт и отделка прихожей",remont-i-otdelka-prikhozhej,1138,https://dzen.ru/topic/remont-i-otdelka-prikhozhej,Ремонт и дом,4,110
344,"Йога для детей",joga-dlya-detej,9688,https://dzen.ru/topic/joga-dlya-detej,Семья,3,108
345,"Нанотехнологии",nanotekhnologii,8993,https://dzen.ru/topic/nanotekhnologii,Технологии,3,108
346,"Льготы для детей",lgoty-dlya-detej,8862,https://dzen.ru/topic/lgoty-dlya-detej,Семья,3,108
347,"Дети в сети",mezhdunarodnyj-den-zashchity-detej-1-iyunya,8721,https://dzen.ru/topic/mezhdunarodnyj-den-zashchity-detej-1-iyunya,Семья,3,108
348,"Домашний уход за волосами",domashnij-ukhod-za-volosami,8455,https://dzen.ru/topic/domashnij-ukhod-za-volosami,Красота,3,108
349,"Природа",priroda,3762618,https://dzen.ru/topic/priroda,Другое,2,102
350,"Дача, сад и огород",dacha-sad-i-ogorod,3472541,https://dzen.ru/topic/dacha-sad-i-ogorod,Дача,2,102
351,"Садоводство",sadovodstvo,2610370,https://dzen.ru/topic/sadovodstvo,Дача,2,102
352,"Рассказы и истории",rasskazy-i-istorii,2084598,https://dzen.ru/topic/rasskazy-i-istorii,История,2,102
353,"Новости Голливуда",novosti-gollivuda,242121,https://dzen.ru/topic/novosti-gollivuda,Новости,1,100
354,"Влад Лисовец",vlad-lisovec,29482,https://dzen.ru/topic/vlad-lisovec,Другое,2,100
355,"Простые блюда из овощей",prostye-blyuda-iz-ovoshchej,29200,https://dzen.ru/topic/prostye-blyuda-iz-ovoshchej,Другое,2,100
356,"Эстетика стиля",estetika-stila,27136,https://dzen.ru/topic/estetika-stila,Другое,2,100
357,"Теплицы и парники",teplicy-i-parniki,26026,https://dzen.ru/topic/teplicy-i-parniki,Другое,2,100
358,"Простые блюда из птицы",prostye-blyuda-iz-pticy,25700,https://dzen.ru/topic/prostye-blyuda-iz-pticy,Другое,2,100
359,"Компоты",kompoty,25600,https://dzen.ru/topic/kompoty,Другое,2,100
360,"Бег",vse-o-bege,25495,https://dzen.ru/topic/vse-o-bege,Другое,2,100
361,"Заметные",zametnye,24925,https://dzen.ru/topic/zametnye,Другое,2,100
362,"Преступления",prestuplenija,24899,https://dzen.ru/topic/prestuplenija,Другое,2,100
363,"Копчение",kopchenie,24000,https://dzen.ru/topic/kopchenie,Другое,2,100
364,"Домашние птицы",ptisy,23737,https://dzen.ru/topic/ptisy,Другое,2,100
365,"Пирожное Корзиночка",pirozhnoe-korzinochka,22200,https://dzen.ru/topic/pirozhnoe-korzinochka,Другое,2,100
366,"Визит Путина в Китай",vizit-putina-v-knr,21678,https://dzen.ru/topic/vizit-putina-v-knr,Другое,2,100
367,"Простые рецепты",prostye-recepty,21000,https://dzen.ru/topic/prostye-recepty,Еда,2,100
368,"Ученые",uchenye,20958,https://dzen.ru/topic/uchenye,Другое,2,100
369,"Deep Seek",deep-seek,20949,https://dzen.ru/topic/deep-seek,Другое,2,100
370,"Рецепты для начинающих",recepty-dlya-nachinayushchikh,20900,https://dzen.ru/topic/recepty-dlya-nachinayushchikh,Еда,2,100
371,"Торт без глютена",tort-bez-glyutena,20800,https://dzen.ru/topic/tort-bez-glyutena,Другое,2,100
372,"Необычные рецепты",neobychnye-recepty,20800,https://dzen.ru/topic/neobychnye-recepty,Еда,2,100
373,"Рецепты за 50 минут",recepty-za-50-minut,20500,https://dzen.ru/topic/recepty-za-50-minut,Еда,2,100
374,"История Африки",istoriya-afriki,20492,https://dzen.ru/topic/istoriya-afriki,История,2,100
375,"Рецепты за 25 минут",recepty-za-25-minut,20100,https://dzen.ru/topic/recepty-za-25-minut,Еда,2,100
376,"Рецепты за 15 минут",recepty-za-15-minut,19900,https://dzen.ru/topic/recepty-za-15-minut,Еда,2,100
377,"Рецепты за 10 минут",recepty-za-10-minut,19800,https://dzen.ru/topic/recepty-za-10-minut,Еда,2,100
378,"Рецепты за 5 минут",recepty-za-5-minut,19700,https://dzen.ru/topic/recepty-za-5-minut,Еда,2,100
379,"Быстрые рецепты",bystrye-recepty,19600,https://dzen.ru/topic/bystrye-recepty,Еда,2,100
380,"Рецепты по времени приготовления",recepty-po-vremeni-prigotovleniya,19500,https://dzen.ru/topic/recepty-po-vremeni-prigotovleniya,Еда,2,100
381,"Рецепты на неделю",recepty-na-nedelyu,19300,https://dzen.ru/topic/recepty-na-nedelyu,Еда,2,100
382,"Рецепты впрок",recepty-vprok,19200,https://dzen.ru/topic/recepty-vprok,Еда,2,100
383,"Весенние рецепты",vesennie-recepty,18400,https://dzen.ru/topic/vesennie-recepty,Еда,2,100
384,"Вестерны",vesterny,18392,https://dzen.ru/topic/vesterny,Другое,2,100
385,"Зимние рецепты",zimnie-recepty,18300,https://dzen.ru/topic/zimnie-recepty,Еда,2,100
386,"Обувь",mir-obuvi,18242,https://dzen.ru/topic/mir-obuvi,Другое,2,100
387,"Летние рецепты",letnie-recepty,18200,https://dzen.ru/topic/letnie-recepty,Еда,2,100
388,"Рецепты на 23 февраля",recepty-na-23-fevralya,17500,https://dzen.ru/topic/recepty-na-23-fevralya,Еда,2,100
389,"Рождественские рецепты",rozhdestvenskie-recepty,17400,https://dzen.ru/topic/rozhdestvenskie-recepty,Еда,2,100
390,"Новогодние рецепты",novogodnie-recepty,17300,https://dzen.ru/topic/novogodnie-recepty,Еда,2,100
391,"Гимнастика",gimnastika,16975,https://dzen.ru/topic/gimnastika,Другое,2,100
392,"Клава Кока",klava-koka,16807,https://dzen.ru/topic/klava-koka,Другое,2,100
393,"Огород",ogorod,16793,https://dzen.ru/topic/ogorod,Дача,2,100
394,"Упражнения для стройности",stroynost,16436,https://dzen.ru/topic/stroynost,Другое,2,100
395,"Ежи",ezhi,15812,https://dzen.ru/topic/ezhi,Другое,2,100
396,"Ольга Игоревна Бузова",olga-buzova,15064,https://dzen.ru/topic/olga-buzova,Другое,2,100
397,"Тесто для вареников",testo-dlya-varenikov,15000,https://dzen.ru/topic/testo-dlya-varenikov,Другое,2,100
398,"Иммануил Кант",immanuil-kant,15000,https://dzen.ru/topic/immanuil-kant,Другое,2,100
399,"Куриный бульон",kurinyj-bulon,15000,https://dzen.ru/topic/kurinyj-bulon,Другое,2,100
400,"Международная организация труда (МОТ)",mezhdunarodnaya-organizaciya-truda,14567,https://dzen.ru/topic/mezhdunarodnaya-organizaciya-truda,Другое,2,100
401,"Кускус с овощами",kuskus-s-ovoshchami,14567,https://dzen.ru/topic/kuskus-s-ovoshchami,Другое,2,100
402,"Креветки с овощами",krevetki-s-ovoshchami,14567,https://dzen.ru/topic/krevetki-s-ovoshchami,Другое,2,100
403,"Кролик в соусе",krolik-v-souse,14567,https://dzen.ru/topic/krolik-v-souse,Другое,2,100
404,"Иван Кожедуб",ivan-kozhedub,14567,https://dzen.ru/topic/ivan-kozhedub,Другое,2,100
405,"Российский спорт в лицах",rossijskij-sport-v-licah,14336,https://dzen.ru/topic/rossijskij-sport-v-licah,Спорт,2,100
406,"Медитация",meditaciya,14287,https://dzen.ru/topic/meditaciya,Другое,2,100
407,"Всё о гречке",vse-o-grechke,14214,https://dzen.ru/topic/vse-o-grechke,Другое,2,100
408,"Эдуард Сперцян",ehduard-spercyan,13969,https://dzen.ru/topic/ehduard-spercyan,Другое,2,100
409,"Ралли Финляндии",ralli-finlyandii,13652,https://dzen.ru/topic/ralli-finlyandii,Другое,2,100
410,"Химия",khimiya,13069,https://dzen.ru/topic/khimiya,Другое,2,100
411,"Гран-при Азербайджана",gran-pri-azerbajdzhana,13068,https://dzen.ru/topic/gran-pri-azerbajdzhana,Другое,2,100
412,"Платежные системы",platezhnye-sistemy,12987,https://dzen.ru/topic/platezhnye-sistemy,Другое,2,100
413,"Дмитрий Иванович Менделеев",dmitriy-ivanovich-mendeleev,12987,https://dzen.ru/topic/dmitriy-ivanovich-mendeleev,Другое,2,100
414,"Велогонка Париж — Рубе",parizh-rube,12221,https://dzen.ru/topic/parizh-rube,Другое,2,100
415,"Профилактика заболеваний",profilaktika-zabolevanij,12187,https://dzen.ru/topic/profilaktika-zabolevanij,Другое,2,100
416,"Инстасамка (Дарья Евгеньевна Зотеева)",instasamka,11802,https://dzen.ru/topic/instasamka,Другое,2,100
417,"Джек Дуэн",dzhek-duehn,11257,https://dzen.ru/topic/dzhek-duehn,Другое,2,100
418,"Гарниры из цветной капусты",garniry-iz-cvetnoj-kapusty,11234,https://dzen.ru/topic/garniry-iz-cvetnoj-kapusty,Другое,2,100
419,"Тефтели с овощами",tefteli-s-ovoshchami,11234,https://dzen.ru/topic/tefteli-s-ovoshchami,Другое,2,100
420,"ПП гарниры",pp-garniry,11234,https://dzen.ru/topic/pp-garniry,Другое,2,100
421,"Лиам Лоусон",liam-louson,10691,https://dzen.ru/topic/liam-louson,Другое,2,100
422,"Большой Шлем по дзюдо",bolshoj-shlem-po-dzyudo,10575,https://dzen.ru/topic/bolshoj-shlem-po-dzyudo,Другое,2,100
423,"Шеф-повара",shef-povara,10514,https://dzen.ru/topic/shef-povara,Другое,2,100
424,"Анна Владимировна Сидорова",anna-sidorova,10500,https://dzen.ru/topic/anna-sidorova,Другое,2,100
425,"Блогеры",blogery,10492,https://dzen.ru/topic/blogery,Другое,2,100
426,"Хоккейный клуб Сочи",hk-sochi,10321,https://dzen.ru/topic/hk-sochi,Другое,2,100
427,"Гастрономия",gastronomiya,10045,https://dzen.ru/topic/gastronomiya,Другое,2,100
428,"Работа с деревом",rabota-s-derevom,973,https://dzen.ru/topic/rabota-s-derevom,Карьера,4,100
429,"Работа с металлом",rabota-s-metallom,644,https://dzen.ru/topic/rabota-s-metallom,Карьера,4,100
430,"Предприниматели",predprinimateli,630,https://dzen.ru/topic/predprinimateli,Бизнес,4,100
431,"Фильм ""Грязные танцы""",film-gryaznye-tancy,30622,https://dzen.ru/topic/film-gryaznye-tancy,Развлечения,1,98
432,"Спорт",sport,9262948,https://dzen.ru/topic/sport,Спорт,2,94
433,"Увлечения",uvlecheniya,5065774,https://dzen.ru/topic/uvlecheniya,Другое,2,94
434,"История",istoriya,5027560,https://dzen.ru/topic/istoriya,История,2,94
435,"Трансперсональная психология",transpersonalnaya-psikhologiya,7918,https://dzen.ru/topic/transpersonalnaya-psikhologiya,Психология,3,92
436,"Психологические триллеры",psy-trillery,7794,https://dzen.ru/topic/psy-trillery,Психология,3,92
437,"Обустройство зона отдыха на участке",obustrojstvo-zona-otdykha-na-uchastke,7794,https://dzen.ru/topic/obustrojstvo-zona-otdykha-na-uchastke,Путешествия,3,92
438,"Тренды в окрашивании волос",trendy-v-okrashivanii-volos,7779,https://dzen.ru/topic/trendy-v-okrashivanii-volos,Красота,3,92
439,"Экзистенциальная психология",ehkzistencialnaya-psikhologiya,7593,https://dzen.ru/topic/ehkzistencialnaya-psikhologiya,Психология,3,92
440,"Супы для детей",supy-dlya-detej,7500,https://dzen.ru/topic/supy-dlya-detej,Семья,3,92
441,"Детские стрижки",detskie-strizhki,7497,https://dzen.ru/topic/detskie-strizhki,Семья,3,92
442,"Решение конфликтов в семье",reshenie-konfliktov-v-seme,7453,https://dzen.ru/topic/reshenie-konfliktov-v-seme,Семья,3,92
443,"Первые блюда для детей",pervye-blyuda-dlya-detej,7300,https://dzen.ru/topic/pervye-blyuda-dlya-detej,Семья,3,92
444,"Позитивная психология",pozitivnaya-psikhologiya,7245,https://dzen.ru/topic/pozitivnaya-psikhologiya,Психология,3,92
445,"Детские лагеря",detskie-lagerya,7039,https://dzen.ru/topic/detskie-lagerya,Семья,3,92
446,"Подходы и направления в психологии",podkhody-i-napravleniya-v-psikhologii,6916,https://dzen.ru/topic/podkhody-i-napravleniya-v-psikhologii,Психология,3,92
447,"Женская психология",zhenskaya-psikhologiya,6898,https://dzen.ru/topic/zhenskaya-psikhologiya,Психология,3,92
448,"Рисование для детей",risovanie-dlya-detej,6588,https://dzen.ru/topic/risovanie-dlya-detej,Семья,3,92
449,"Детско-родительские отношения",detsko-roditelskie-otnosheniya,6288,https://dzen.ru/topic/detsko-roditelskie-otnosheniya,Психология,3,92
450,"Детская комната для мальчиков",detskaya-komnata-dlya-malchikov,6047,https://dzen.ru/topic/detskaya-komnata-dlya-malchikov,Семья,3,92
451,"Модульные дома",modulnye-doma,5842,https://dzen.ru/topic/modulnye-doma,Красота,3,92
452,"Модная одежда",modnaya-odezhda,5833,https://dzen.ru/topic/modnaya-odezhda,Красота,3,92
453,"Психология личности",psikhologiya-lichnosti,5737,https://dzen.ru/topic/psikhologiya-lichnosti,Психология,3,92
454,"Религиозный туризм",religioznyj-turizm,4938,https://dzen.ru/topic/religioznyj-turizm,Путешествия,3,92
455,"Курорты России",kurorty-rossii,4732,https://dzen.ru/topic/kurorty-rossii,Путешествия,3,92
456,"Эксперименты в психологии",ehksperimenty-v-psikhologii,4704,https://dzen.ru/topic/ehksperimenty-v-psikhologii,Психология,3,92
457,"Психология любви",psikhologiya-lyubvi,4665,https://dzen.ru/topic/psikhologiya-lyubvi,Психология,3,92
458,"Отраслевые технологии",otraslevye-tekhnologii,4523,https://dzen.ru/topic/otraslevye-tekhnologii,Технологии,3,92
459,"Процедуры для волос",procedury-dlya-volos,3702,https://dzen.ru/topic/procedury-dlya-volos,Красота,3,92
460,"Путешествие с детьми",puteshestvie-s-detmi,3626,https://dzen.ru/topic/puteshestvie-s-detmi,Семья,3,92
461,"Детские писатели",detskie-pisateli,2272,https://dzen.ru/topic/detskie-pisateli,Семья,3,92
462,"Известные личности в психологии",izvestnye-lichnosti-v-psikhologii,2059,https://dzen.ru/topic/izvestnye-lichnosti-v-psikhologii,Психология,3,92
463,"Форум будущих технологий",forum-budushchih-tehnologiy,1756,https://dzen.ru/topic/forum-budushchih-tehnologiy,Технологии,3,92
464,"Мужская психология",muzhskaya-psikhologiya,1712,https://dzen.ru/topic/muzhskaya-psikhologiya,Психология,3,92
465,"Тренировки для детей",trenirovki-dlya-detej,1659,https://dzen.ru/topic/trenirovki-dlya-detej,Семья,3,92
466,"Фитнес-гаджеты",fitnes-gadzhety,1435,https://dzen.ru/topic/fitnes-gadzhety,Технологии,3,92
467,"It Takes Two",it-takes-two-2,1428,https://dzen.ru/topic/it-takes-two-2,Технологии,3,92
468,"Модные аксессуары",modnye-aksessuary,1138,https://dzen.ru/topic/modnye-aksessuary,Красота,3,92
469,"Легкая атлетика",legkaya-atletika,9898,https://dzen.ru/topic/legkaya-atletika,Другое,2,90
470,"Шиномонтаж",shinomontazh,9810,https://dzen.ru/topic/shinomontazh,Другое,2,90
471,"Блюда из дичи",blyuda-iz-dichi,9810,https://dzen.ru/topic/blyuda-iz-dichi,Другое,2,90
472,"Семейные ценности и традиции",semejnye-cennosti-i-tradicii,9709,https://dzen.ru/topic/semejnye-cennosti-i-tradicii,Другое,2,90
473,"Безопасность на рыбалке",bezopasnost-na-rybalke,9688,https://dzen.ru/topic/bezopasnost-na-rybalke,Другое,2,90
474,"Энтони Блинкен",ehntoni-blinken,9688,https://dzen.ru/topic/ehntoni-blinken,Другое,2,90
475,"Рецепты до 15 минут",retsepty-do-15-minut,9597,https://dzen.ru/topic/retsepty-do-15-minut,Еда,2,90
476,"Бодибилдинг",bodibilding,9495,https://dzen.ru/topic/bodibilding,Другое,2,90
477,"Художественная гимнастика",khudozhestvennaya-gimnastika,9495,https://dzen.ru/topic/khudozhestvennaya-gimnastika,Другое,2,90
478,"История Франции",istoriya-francii,9495,https://dzen.ru/topic/istoriya-francii,История,2,90
479,"Татьяна Буланова",tatyana-bulanova,9478,https://dzen.ru/topic/tatyana-bulanova,Другое,2,90
480,"Регби",regbi,9422,https://dzen.ru/topic/regbi,Другое,2,90
481,"Развод",razvod,9368,https://dzen.ru/topic/razvod,Другое,2,90
482,"Мобильное приложение",mobilnoe-prilozhenie,9321,https://dzen.ru/topic/mobilnoe-prilozhenie,Другое,2,90
483,"Кето сырники",keto-syrniki,9321,https://dzen.ru/topic/keto-syrniki,Другое,2,90
484,"Салат из крапивы",salat-iz-krapivy,9321,https://dzen.ru/topic/salat-iz-krapivy,Другое,2,90
